company,product_name,link_href,product_category,price
Resolve,"Resolve Ultra Pet Stain & Odor Remover Spray, 32oz",https://www.amazon.com/Resolve-Ultra-Stain-Remover-Messes/dp/B07FKKP72W?ref_=ast_sto_dp&th=1&psc=1,"Cleaner, Spot remover",
Resolve,"Resolve Pet Specialist Carpet Cleaner, Stain Remover & Odor Eliminator trigger, Floor & Upholstery Cleaner, 32 Oz",https://www.amazon.com/Resolve-Specialist-Cleaner-eliminator-Upholstery/dp/B09VDQ5HVV?ref_=ast_sto_dp&th=1&psc=1,"Cleaner, Protectant, Spot remover",
Resolve,"Resolve Urine Destroyer Spray Stain & Odor Remover, Transparent, 32 Fl Oz",https://www.amazon.com/Resolve-Urine-Destroyer-Spray-Remover/dp/B07FK2M4XG?ref_=ast_sto_dp&th=1&psc=1,"Cleaner, Spot remover",
Resolve,"Resolve Professional Strength Spot and Stain Carpet Cleaner, Red, 32 Fl Oz (Pack of 1)",https://www.amazon.com/Resolve-Professional-Strength-Carpet-Cleaner/dp/B0061V7S5W?ref_=ast_sto_dp&th=1&psc=1,"Cleaner, Spot remover",
Resolve,"Resolve Urine Destroyer Pet Urine Stain and Odor Remover Spray, 32oz, 2 Count",https://www.amazon.com/Resolve-Urine-Destroyer-Stain-Remover/dp/B0BG1HVHV1?ref_=ast_sto_dp&th=1&psc=1,"Protectant, Spot remover",
Resolve,"Resolve Pet Specialist Heavy Traffic Foam, Carpet Cleaner, 2 pack of 22oz",https://www.amazon.com/Resolve-Specialist-Traffic-Carpet-Cleaner/dp/B09TGCQVX6?ref_=ast_sto_dp&th=1&psc=1,"Cleaner, Spot remover",
Resolve,"Resolve Pet Specialist Carpet Cleaner, Stain Remover and Odor eliminator trigger and refill, Floor and Upholstery Cleaner, 92 fl oz (32fl oz trigger and 60 fl oz refill bottle)",https://www.amazon.com/Resolve-Specialist-Cleaner-eliminator-Upholstery/dp/B09Y6612FZ?ref_=ast_sto_dp&th=1&psc=1,"Cleaner, Protectant, Spot remover",
Vanish,"Vanish Hunting Camo Cloth Tape, 10 Ft Roll, Mossy Oak Obsession",https://www.walmart.com/ip/Vanish-Hunting-Camo-Cloth-Tape-10-Ft-Roll-Mossy-Oak-Obsession/340737548,Protectant,
Vanish,"Vanish Fabric Stain Remover, Oxi Action Powder, 1 kg",https://www.walmart.com/ip/Vanish-Fabric-Stain-Remover-Oxi-Action-Powder-1-kg/3625059990,"Protectant, Spot remover",
Vanish,Vanish oxi Action Stain Remover Powder - 200 g,https://www.walmart.com/ip/Vanish-oxi-Action-Stain-Remover-Powder-200-g/201250960,"Cleaner, Spot remover",
Vanish,Vanish Stain Remover Bar (75g) (PACK OF 3),https://www.walmart.com/ip/Vanish-Stain-Remover-Bar-75g-PACK-OF-3/487122347,Spot remover,
Vanish,Vanish Pre Treat Stain Remover Power Gel 200ml,https://www.walmart.com/ip/Vanish-Pre-Treat-Stain-Remover-Power-Gel-200ml/2139917985,Spot remover,
Vanish,Vanish Fabric Stain Remover Pre-Wash Soap Bar 75g (Single),https://www.walmart.com/ip/Vanish-Fabric-Stain-Remover-Pre-Wash-Soap-Bar-75g-Single/886948929,Spot remover,
Vanish,Vanish Gold White Powder 470g,https://www.walmart.com/ip/Vanish-Gold-White-Powder-470g/1012165699?athbdg=L1200,"Protectant, Spot remover",
Vanish,Vanish Oxi Action Stain Remover Powder 1 Kilogram,https://www.walmart.com/ip/Vanish-Oxi-Action-Stain-Remover-Powder-1-Kilogram/939787657,Spot remover,
Vanish,Vanish Crystal White Powder 1 Kg,https://www.walmart.com/ip/Vanish-Crystal-White-Powder-1-Kg/403941151,Spot remover,
Vanish,"Vanish All in One Powder Detergent Booster - 100 g | Removes Stains, Whitens",https://www.walmart.com/ip/Vanish-All-in-One-Powder-Detergent-Booster-100-g-Removes-Stains-Whitens/1346128628,"Cleaner, Spot remover",
Woolite,"Woolite Clean & Care Pacs, Laundry Detergent Pacs, 30 Count, for Standard and HE Washers, travel laundry packets",https://www.amazon.com/Woolite-Laundry-Detergent-Standard-Washers/dp/B07KFH3YZF?ref_=ast_sto_dp,Cleaner,
Woolite,"Woolite Baby Laundry Detergent, 66 loads, Hypoallergenic Liquid, HE & Standard, Hand Wash, Packaging May Vary, 100 Oz",https://www.amazon.com/Woolite-Laundry-Detergent-Hypoallergenic-Standard/dp/B07KWLZGXL?ref_=ast_sto_dp,Cleaner,
Woolite,"Woolite Damage Defense Laundry Detergent, 33 Loads, 50 Fl Oz, Regular & HE Washers, Packaging May Vary",https://www.amazon.com/Woolite-Laundry-Detergent-Regular-Sparkling/dp/B000VPBNJQ?ref_=ast_sto_dp,"Cleaner, Spot remover",
Woolite,"Woolite Darks Defense Liquid Laundry Detergent, 33 Loads, 50 Fl Oz, Regular & HE Washers, Packaging May Vary",https://www.amazon.com/Woolite-Laundry-Detergent-Regular-Washers/dp/B00IB199HU?ref_=ast_sto_dp&th=1&psc=1,"Cleaner, Spot remover",
Woolite,"Woolite Damage Defense Liquid Laundry Detergent, 66 Loads, Regular and HE Washers, 100 Fl Oz, Packaging may vary",https://www.amazon.com/Woolite-Laundry-Detergent-Regular-Sparkling/dp/B004S66754?ref_=ast_sto_dp&fpw=alm&almBrandId=QW1hem9uIEZyZXNo&th=1&psc=1,"Cleaner, Spot remover",
Woolite,"Woolite Darks Defense Liquid Laundry Detergent, 66 Loads, 100 Fl Oz, HE & Regular Washers, Packaging May Vary",https://www.amazon.com/Woolite-Laundry-Detergent-Regular-Washers/dp/B004S6C0I2?ref_=ast_sto_dp&th=1&psc=1,"Cleaner, Spot remover",
